tp,sex,edu,income,pipei
南屏晚钟,M,大学及以上,13172,0.321
苏提春晓,F,初中,19740,0.569
曲院风荷,M,初中,48558,0.121
平湖秋月,F,大学,44748,0.215
断桥残雪,M,高中,27169,0.784
花港观鱼,F,大学及以上,30254,0.198
柳浪闻莺,F,高中,8841,0.585
三潭印月,M,大学及以上,28518,0.579
双峰插云,F,大学及以上,37817,0.114
雷峰夕照,M,大学及以上,21673,0.929
南屏晚钟,F,大学及以上,35380,0.983
苏提春晓,M,大学,33007,0.124
曲院风荷,F,大学及以上,26890,0.132
平湖秋月,F,初中,17030,0.296
断桥残雪,F,初中,9561,0.668
花港观鱼,F,大学及以上,16480,0.163
柳浪闻莺,F,大学,49471,0.264
三潭印月,M,大学,48724,0.664
双峰插云,F,初中,17406,0.404
雷峰夕照,M,高中,15856,0.231
南屏晚钟,M,大学及以上,21277,0.491
苏提春晓,M,大学及以上,42017,0.863
曲院风荷,F,初中,28382,0.489
平湖秋月,M,初中,10695,0.972
断桥残雪,F,大学及以上,22397,0.548
花港观鱼,F,大学及以上,38142,0.444
柳浪闻莺,F,大学及以上,22485,0.213
三潭印月,F,高中,40389,0.4
双峰插云,F,初中,15189,0.539
雷峰夕照,M,初中,32568,0.513
南屏晚钟,F,大学及以上,4582,0.516
苏提春晓,M,初中,28084,0.667
曲院风荷,F,大学及以上,13805,0.562
平湖秋月,F,高中,26236,0.32
断桥残雪,F,高中,25472,0.1
花港观鱼,F,初中,7286,0.383
柳浪闻莺,F,大学及以上,6987,0.171
三潭印月,M,大学,24179,0.473
双峰插云,M,初中,40569,0.382
雷峰夕照,F,初中,35402,0.653
南屏晚钟,M,高中,39888,0.052
苏提春晓,M,初中,8678,0.138
曲院风荷,F,大学,49362,0.505
平湖秋月,F,初中,35124,0.305
断桥残雪,M,大学,30862,0.804
花港观鱼,M,初中,43167,0.503
柳浪闻莺,M,大学及以上,15433,0.543
三潭印月,M,高中,45935,0.494
双峰插云,F,初中,26200,0.16
雷峰夕照,M,大学,4307,0.557
南屏晚钟,F,大学,9028,0.942
苏提春晓,F,高中,15571,0.147
曲院风荷,M,大学,22839,0.259
平湖秋月,M,高中,24063,0.493
断桥残雪,F,大学,20694,0.367
花港观鱼,F,大学及以上,14447,0.944
柳浪闻莺,M,大学,40496,0.033
三潭印月,F,高中,6197,0.156
双峰插云,F,高中,43653,0.964
雷峰夕照,F,高中,30187,0.207
南屏晚钟,F,初中,25364,0.181
苏提春晓,M,大学,44234,0.664
曲院风荷,M,高中,19582,0.504
平湖秋月,M,高中,40399,0.523
断桥残雪,M,初中,8340,0.946
花港观鱼,F,大学,13434,0.808
柳浪闻莺,F,初中,34165,0.705
三潭印月,F,高中,35995,0.724
双峰插云,M,高中,38783,0.2
雷峰夕照,F,大学及以上,29436,0.015
南屏晚钟,M,高中,17032,0.343
苏提春晓,F,高中,35218,0.174
曲院风荷,F,大学及以上,38447,0.46
平湖秋月,M,大学及以上,39804,0.696
断桥残雪,F,大学及以上,39092,0.844
花港观鱼,F,大学及以上,43046,0.249
柳浪闻莺,F,高中,46207,0.61
三潭印月,M,初中,28245,0.486
双峰插云,M,大学及以上,25759,0.981
雷峰夕照,F,大学,3915,0.429
南屏晚钟,F,大学,6444,0.22
苏提春晓,M,大学及以上,26586,0.665
曲院风荷,F,大学,14262,0.279
平湖秋月,M,初中,5989,0.577
断桥残雪,M,大学,29732,0.326
花港观鱼,M,初中,8182,0.431
柳浪闻莺,M,大学及以上,28892,0.973
三潭印月,M,大学及以上,6426,0.466
双峰插云,F,初中,32612,0.936
雷峰夕照,F,初中,9134,0.155
南屏晚钟,M,高中,8982,0.203
苏提春晓,F,初中,35893,0.229
曲院风荷,F,大学及以上,42445,0.289
平湖秋月,F,高中,38420,0.769
断桥残雪,F,初中,12509,0.267
花港观鱼,M,高中,10225,0.094
柳浪闻莺,F,大学,23459,0.321
三潭印月,F,大学及以上,35375,0.485
双峰插云,F,大学,39266,0.179
雷峰夕照,F,大学及以上,38030,0.412
南屏晚钟,M,初中,33559,0.772
苏提春晓,F,高中,9927,0.435
曲院风荷,M,初中,25420,0.778
平湖秋月,F,大学及以上,37010,0.866
断桥残雪,M,高中,46296,0.456
花港观鱼,F,高中,26768,0.06
柳浪闻莺,M,高中,18938,0.677
三潭印月,F,初中,8796,0.471
双峰插云,F,初中,14700,0.184
雷峰夕照,M,大学及以上,19141,0.393
南屏晚钟,F,大学,30723,0.248
苏提春晓,M,大学,8521,0.828
曲院风荷,M,初中,37905,0.276
平湖秋月,F,高中,15482,0.498
断桥残雪,M,大学及以上,28328,0.438
花港观鱼,F,初中,37386,0.931
柳浪闻莺,M,大学及以上,45642,0.457
三潭印月,M,高中,36718,0.852
双峰插云,F,初中,27039,0.174
雷峰夕照,M,高中,26026,0.924
南屏晚钟,F,高中,18439,0.957
苏提春晓,M,大学及以上,41217,0.491
曲院风荷,F,初中,33020,0.832
平湖秋月,M,大学及以上,20752,0.748
断桥残雪,F,大学及以上,12472,0.258
花港观鱼,F,大学,45048,0.627
柳浪闻莺,M,大学及以上,9716,0.896
三潭印月,F,初中,48745,0.078
双峰插云,F,初中,27079,0.188
雷峰夕照,M,初中,3288,0.38
南屏晚钟,M,高中,7239,0.219
苏提春晓,F,大学及以上,6895,0.43
曲院风荷,M,大学及以上,6059,0.957
平湖秋月,F,大学及以上,40614,0.993
断桥残雪,M,高中,48617,0.703
花港观鱼,F,大学,17557,0.381
柳浪闻莺,F,初中,10164,0.661
三潭印月,F,高中,19778,0.547
双峰插云,M,初中,18910,0.77
雷峰夕照,F,大学及以上,49161,0.37
南屏晚钟,F,大学,10169,0.885
苏提春晓,M,大学及以上,38246,0.679
曲院风荷,F,高中,3203,0.068
平湖秋月,F,大学,27235,0.84
断桥残雪,M,大学及以上,17575,0.228
花港观鱼,M,高中,6915,0.999
柳浪闻莺,F,大学,40439,0.876
三潭印月,F,大学及以上,15959,0.483
双峰插云,F,初中,16987,0.272
雷峰夕照,M,初中,9840,0.7
南屏晚钟,F,高中,21640,0.571
苏提春晓,F,初中,3877,0.718
曲院风荷,M,大学及以上,21535,0.499
平湖秋月,F,高中,41633,0.512
断桥残雪,M,大学及以上,12560,0.684
花港观鱼,F,高中,3354,0.641
柳浪闻莺,F,高中,6232,0.255
三潭印月,M,初中,26813,0.719
双峰插云,F,初中,21569,0.945
雷峰夕照,F,高中,6440,0.391
南屏晚钟,M,初中,6824,0.927
苏提春晓,F,初中,8620,0.524
曲院风荷,F,初中,20608,0.738
平湖秋月,F,高中,28722,0.987
断桥残雪,F,初中,12338,0.402
花港观鱼,M,大学,20364,0.201
柳浪闻莺,F,初中,25524,0.43
三潭印月,F,大学,6913,0.026
双峰插云,M,大学,38064,0.627
雷峰夕照,F,初中,49826,0.562
南屏晚钟,M,大学,34333,0.47
苏提春晓,F,大学,23203,0.705
曲院风荷,F,大学及以上,29958,0.925
平湖秋月,M,初中,21242,0.983
断桥残雪,F,大学,5429,0.059
花港观鱼,M,大学,4202,0.136
柳浪闻莺,M,高中,10647,0.217
三潭印月,F,初中,21366,0.805
双峰插云,M,大学及以上,31572,0.077
雷峰夕照,F,初中,44309,0.674
南屏晚钟,F,高中,6793,0.532
苏提春晓,M,大学,30552,0.649
曲院风荷,F,初中,6824,0.07
平湖秋月,F,大学,28935,0.674
断桥残雪,F,初中,26071,0.701
花港观鱼,F,大学及以上,36830,0.48
柳浪闻莺,F,大学,15629,0.029
三潭印月,F,初中,29244,0.626
双峰插云,M,大学及以上,10853,0.059
雷峰夕照,M,高中,46043,0.033
南屏晚钟,F,大学,44006,0.601
苏提春晓,F,大学及以上,44499,0.049
曲院风荷,F,大学及以上,13635,0.708
平湖秋月,M,初中,34430,0.22
断桥残雪,F,初中,3742,0.028
花港观鱼,M,大学及以上,9924,0.447
柳浪闻莺,M,大学,25843,0.587
三潭印月,M,大学及以上,24951,0.972
双峰插云,M,初中,27134,0.847
雷峰夕照,F,高中,27866,0.938
南屏晚钟,F,高中,8602,0.229
苏提春晓,F,高中,9726,0.358
曲院风荷,F,初中,44719,0.54
平湖秋月,M,初中,34262,0.961
断桥残雪,M,高中,7874,0.939
花港观鱼,M,初中,23654,0.927
柳浪闻莺,F,大学及以上,15126,0.791
三潭印月,F,大学及以上,48519,0.601
双峰插云,M,高中,25867,0.195
雷峰夕照,M,初中,7522,0.764
南屏晚钟,F,大学及以上,36522,0.874
苏提春晓,F,高中,44722,0.876
曲院风荷,F,大学及以上,20555,0.455
平湖秋月,M,大学及以上,10435,0.592
断桥残雪,F,高中,47308,0.425
花港观鱼,F,大学,45671,0.332
柳浪闻莺,M,大学及以上,13743,0.688
三潭印月,M,初中,35609,0.643
双峰插云,M,大学,16686,0.833
雷峰夕照,M,大学及以上,17726,0.186
南屏晚钟,F,初中,25170,0.651
苏提春晓,M,高中,14986,0.054
曲院风荷,F,高中,39710,0.576
平湖秋月,M,初中,21239,0.57
断桥残雪,M,高中,27156,0.632
花港观鱼,M,高中,10628,0.36
柳浪闻莺,F,高中,44397,0.391
三潭印月,M,大学,16506,0.421
双峰插云,F,初中,33085,0.464
雷峰夕照,F,大学及以上,36738,0.028
南屏晚钟,F,高中,9465,0.217
苏提春晓,F,高中,27606,0.449
曲院风荷,M,初中,20357,0.514
平湖秋月,F,初中,16370,0.314
断桥残雪,M,大学,24430,0.516
花港观鱼,F,高中,39234,0.33
柳浪闻莺,M,初中,9949,0.537
三潭印月,M,大学,44007,0.278
双峰插云,F,初中,12170,0.655
雷峰夕照,M,高中,27370,0.709
南屏晚钟,M,初中,31984,0.554
苏提春晓,M,初中,39024,0.79
曲院风荷,F,初中,23036,0.533
平湖秋月,F,大学及以上,19293,0.175
断桥残雪,M,大学,46784,0.006
花港观鱼,F,大学,22935,0.301
柳浪闻莺,M,初中,17237,0.265
三潭印月,M,大学及以上,28196,0.216
双峰插云,M,高中,14191,0.448
雷峰夕照,M,高中,46566,0.28
南屏晚钟,F,初中,27800,0.993
苏提春晓,F,高中,43409,0.231
曲院风荷,M,高中,12713,0.493
平湖秋月,M,高中,23137,0.0
断桥残雪,F,大学及以上,36891,0.442
花港观鱼,F,大学及以上,5926,0.705
柳浪闻莺,M,高中,11292,0.237
三潭印月,M,高中,11960,0.328
双峰插云,F,大学及以上,6335,0.926
雷峰夕照,M,大学,26937,0.292
南屏晚钟,M,大学及以上,33497,0.937
苏提春晓,M,高中,15581,0.683
曲院风荷,F,初中,8449,0.014
平湖秋月,M,大学,13108,0.721
断桥残雪,M,大学,22350,0.872
花港观鱼,M,初中,12377,0.155
柳浪闻莺,F,初中,14183,0.489
三潭印月,F,高中,16292,0.959
双峰插云,M,高中,6875,0.157
雷峰夕照,M,大学及以上,37924,0.691
南屏晚钟,F,大学,7025,0.808
苏提春晓,M,高中,27339,0.827
曲院风荷,M,大学,17556,0.684
平湖秋月,F,高中,40777,0.214
断桥残雪,M,大学及以上,20506,0.279
花港观鱼,F,大学,47143,0.156
柳浪闻莺,F,初中,12888,0.357
三潭印月,M,大学,4988,0.842
双峰插云,F,初中,30820,0.053
雷峰夕照,F,大学,31920,0.12
南屏晚钟,F,初中,24103,0.197
苏提春晓,F,大学,32930,0.034
曲院风荷,F,高中,37182,0.287
平湖秋月,F,高中,48505,0.844
断桥残雪,F,大学及以上,23770,0.355
花港观鱼,F,大学及以上,36600,0.076
柳浪闻莺,M,大学及以上,24738,0.151
三潭印月,M,大学及以上,7910,0.363
双峰插云,F,高中,31601,0.57
雷峰夕照,M,初中,44966,0.004
南屏晚钟,F,初中,38613,0.791
苏提春晓,M,初中,22703,0.569
曲院风荷,M,高中,10687,0.25
平湖秋月,F,大学,41011,0.798
断桥残雪,F,高中,23862,0.416
花港观鱼,F,大学及以上,8682,0.982
柳浪闻莺,F,大学,35932,0.606
三潭印月,F,大学,10437,0.921
双峰插云,F,大学及以上,37501,0.97
雷峰夕照,M,高中,38513,0.3
南屏晚钟,M,大学及以上,28971,0.353
苏提春晓,F,大学及以上,49964,0.917
曲院风荷,M,大学,15836,0.246
平湖秋月,M,大学,45157,0.268
断桥残雪,F,高中,45810,0.876
花港观鱼,F,初中,20228,0.14
柳浪闻莺,F,大学及以上,31545,0.955
三潭印月,M,大学,38529,0.444
双峰插云,M,初中,11389,0.209
雷峰夕照,M,大学及以上,47525,0.112
南屏晚钟,M,大学,11619,0.384
苏提春晓,M,高中,24727,0.864
曲院风荷,F,大学,30771,0.832
平湖秋月,M,高中,11198,0.249
断桥残雪,F,大学,21630,0.545
花港观鱼,M,大学,45183,0.129
柳浪闻莺,M,大学及以上,14446,0.256
三潭印月,F,初中,49009,0.086
双峰插云,M,高中,22960,0.787
雷峰夕照,M,高中,31164,0.345
南屏晚钟,F,高中,6050,0.534
苏提春晓,F,高中,31081,0.21
曲院风荷,F,初中,37659,0.059
平湖秋月,F,大学及以上,27127,0.334
断桥残雪,M,大学,21379,0.269
花港观鱼,F,大学,29172,0.904
柳浪闻莺,M,大学,17265,0.93
三潭印月,F,高中,12447,0.93
双峰插云,M,大学,6470,0.946
雷峰夕照,M,初中,32138,0.795
南屏晚钟,F,初中,15921,0.646
苏提春晓,M,大学及以上,47187,0.353
曲院风荷,M,高中,36706,0.779
平湖秋月,M,初中,38266,0.548
断桥残雪,M,大学,38025,0.62
花港观鱼,M,初中,39854,0.029
柳浪闻莺,F,初中,43151,0.674
三潭印月,M,初中,23676,0.928
双峰插云,M,大学及以上,10738,0.673
雷峰夕照,M,大学及以上,48035,0.163
南屏晚钟,F,大学及以上,15117,0.439
苏提春晓,F,高中,3147,0.323
曲院风荷,M,初中,41475,0.202
平湖秋月,M,初中,16909,0.938
断桥残雪,M,大学,40452,0.598
花港观鱼,F,大学,44602,0.066
柳浪闻莺,F,高中,35142,0.754
三潭印月,M,高中,39434,0.992
双峰插云,F,高中,38135,0.607
雷峰夕照,M,高中,21265,0.386
南屏晚钟,F,大学,49131,0.582
苏提春晓,M,初中,44343,0.796
曲院风荷,F,大学,30141,0.291
平湖秋月,F,初中,46123,0.337
断桥残雪,M,高中,13679,0.18
花港观鱼,M,大学,22273,0.373
柳浪闻莺,M,大学及以上,40667,0.091
三潭印月,F,大学,25637,0.958
双峰插云,M,大学及以上,48387,0.625
雷峰夕照,M,大学及以上,10798,0.32
南屏晚钟,F,高中,38290,0.419
苏提春晓,M,大学及以上,14154,0.845
曲院风荷,M,大学及以上,18267,0.341
平湖秋月,F,初中,44623,0.273
断桥残雪,M,初中,21766,0.432
花港观鱼,M,高中,13134,0.168
柳浪闻莺,F,大学及以上,29776,0.208
三潭印月,M,大学及以上,3978,0.495
双峰插云,F,大学及以上,13277,0.985
雷峰夕照,F,初中,11481,0.428
南屏晚钟,F,初中,38223,0.873
苏提春晓,M,初中,46101,0.728
曲院风荷,F,大学,4446,0.084
平湖秋月,F,高中,18772,0.071
断桥残雪,M,高中,24781,0.084
花港观鱼,F,初中,36486,0.94
柳浪闻莺,F,大学及以上,30119,0.306
三潭印月,F,大学及以上,16006,0.216
双峰插云,M,高中,15213,0.236
雷峰夕照,F,初中,36728,0.283
南屏晚钟,F,初中,11176,0.253
苏提春晓,M,高中,36843,0.221
曲院风荷,M,大学,47320,0.756
平湖秋月,M,大学,9020,0.445
断桥残雪,M,高中,26174,0.46
花港观鱼,F,大学,35690,0.92
柳浪闻莺,F,高中,33072,0.551
三潭印月,F,大学,20884,0.153
双峰插云,F,初中,4176,0.416
雷峰夕照,F,大学,32387,0.733
南屏晚钟,M,高中,35174,0.761
苏提春晓,F,高中,3221,0.221
曲院风荷,F,大学及以上,44086,0.07
平湖秋月,F,大学及以上,26824,0.267
断桥残雪,F,大学,7263,0.354
花港观鱼,M,大学及以上,33795,0.306
柳浪闻莺,F,大学,43129,0.699
三潭印月,M,大学及以上,37400,0.319
双峰插云,M,初中,10079,0.91
雷峰夕照,M,大学及以上,12966,0.268
南屏晚钟,M,大学,31808,0.827
苏提春晓,M,高中,23349,0.137
曲院风荷,M,高中,9093,0.436
平湖秋月,M,初中,4559,0.624
断桥残雪,M,大学,15320,0.8
花港观鱼,M,初中,31072,0.478
柳浪闻莺,F,大学,20561,0.769
三潭印月,F,大学及以上,24333,0.825
双峰插云,M,高中,12773,0.343
雷峰夕照,M,大学,7031,0.979
南屏晚钟,M,大学及以上,18380,0.534
苏提春晓,M,大学,13637,0.224
曲院风荷,M,大学,38471,0.605
平湖秋月,M,初中,46353,0.968
断桥残雪,M,大学,48234,0.358
花港观鱼,M,高中,34533,0.101
柳浪闻莺,F,高中,33742,0.881
三潭印月,F,大学,45918,0.581
双峰插云,M,初中,36891,0.503
雷峰夕照,M,初中,42794,0.404
南屏晚钟,F,大学,7217,0.128
苏提春晓,F,大学,43200,0.762
曲院风荷,M,初中,19394,0.375
平湖秋月,M,大学,19810,0.816
断桥残雪,M,初中,46887,0.085
花港观鱼,M,大学,42020,0.779
柳浪闻莺,M,高中,20027,0.668
三潭印月,F,大学及以上,4900,0.474
双峰插云,F,高中,28445,0.005
雷峰夕照,F,高中,36586,0.776
南屏晚钟,M,初中,45594,0.168
苏提春晓,M,大学及以上,28129,0.776
曲院风荷,M,初中,19457,0.07
平湖秋月,M,大学及以上,11227,0.096
断桥残雪,F,大学,42414,0.641
花港观鱼,M,大学,27693,0.712
柳浪闻莺,M,高中,6260,0.928
三潭印月,F,大学,40809,0.848
双峰插云,F,大学及以上,26261,0.673
雷峰夕照,F,大学及以上,38790,0.785
南屏晚钟,F,大学及以上,40369,0.635
苏提春晓,M,初中,38873,0.5
曲院风荷,F,初中,11376,0.995
平湖秋月,F,高中,18787,0.219
断桥残雪,F,大学,41986,0.128
花港观鱼,F,初中,22531,0.142
柳浪闻莺,M,初中,14494,0.855
三潭印月,F,大学,37374,0.583
双峰插云,M,大学及以上,12388,0.591
雷峰夕照,M,大学,13334,0.362
南屏晚钟,F,大学及以上,25693,0.578
苏提春晓,F,高中,28183,0.632
曲院风荷,F,大学,13343,0.826
平湖秋月,M,高中,44729,0.948
断桥残雪,M,大学及以上,26333,0.479
花港观鱼,F,大学,34325,0.928
柳浪闻莺,F,初中,22236,0.872
三潭印月,F,大学及以上,20972,0.347
双峰插云,F,大学,18380,0.151
雷峰夕照,F,初中,10281,0.523
南屏晚钟,M,初中,44367,0.332
苏提春晓,M,大学及以上,12312,0.776
曲院风荷,F,初中,41725,0.21
平湖秋月,M,大学,39494,0.145
断桥残雪,F,初中,42042,0.111
花港观鱼,M,大学及以上,3106,0.229
柳浪闻莺,F,高中,22296,0.528
三潭印月,M,高中,43966,0.339
双峰插云,M,大学及以上,28864,0.025
雷峰夕照,M,高中,45725,0.777
南屏晚钟,M,大学,16855,0.773
苏提春晓,F,大学,37182,0.25
曲院风荷,M,大学及以上,4498,0.018
平湖秋月,F,高中,12049,0.49
断桥残雪,M,大学及以上,22889,0.901
花港观鱼,F,大学及以上,31447,0.015
柳浪闻莺,M,初中,34490,0.137
三潭印月,F,初中,36508,0.576
双峰插云,F,大学,40394,0.029
雷峰夕照,F,大学及以上,22204,0.379
南屏晚钟,F,大学及以上,5998,0.835
苏提春晓,M,大学,17464,0.694
曲院风荷,M,高中,27518,0.582
平湖秋月,F,大学,19722,0.489
断桥残雪,M,高中,16456,0.519
花港观鱼,M,大学及以上,19161,0.164
柳浪闻莺,F,大学,24696,0.146
三潭印月,F,大学,21935,0.831
双峰插云,F,大学,5227,0.456
雷峰夕照,F,大学及以上,40026,0.333
南屏晚钟,F,高中,13419,0.244
苏提春晓,M,大学及以上,17840,0.454
曲院风荷,F,大学,49331,0.724
平湖秋月,F,初中,19099,0.317
断桥残雪,M,初中,47417,0.694
花港观鱼,M,大学及以上,33711,0.064
柳浪闻莺,F,初中,48183,0.361
三潭印月,M,大学,9197,0.177
双峰插云,M,初中,20384,0.615
雷峰夕照,M,高中,34851,0.728
南屏晚钟,F,大学及以上,32325,0.815
苏提春晓,F,大学,17767,0.679
曲院风荷,M,初中,13159,0.392
平湖秋月,F,初中,49843,0.475
断桥残雪,F,初中,16702,0.814
花港观鱼,M,高中,3259,0.976
柳浪闻莺,F,大学,31290,0.246
三潭印月,M,大学及以上,38736,0.024
双峰插云,F,初中,16415,0.221
雷峰夕照,F,大学,29672,0.294
南屏晚钟,F,初中,22488,0.585
苏提春晓,F,高中,42887,0.41
曲院风荷,F,高中,23082,0.452
平湖秋月,M,大学及以上,30309,0.27
断桥残雪,F,大学,33288,0.386
花港观鱼,F,大学,3367,0.946
柳浪闻莺,F,高中,11459,0.775
三潭印月,F,大学,44991,0.708
双峰插云,M,高中,32310,0.186
雷峰夕照,F,大学及以上,24889,0.278
南屏晚钟,M,高中,42343,0.786
苏提春晓,F,大学及以上,27322,0.733
曲院风荷,F,大学及以上,37205,0.601
平湖秋月,F,高中,6888,0.011
断桥残雪,M,大学,23878,0.05
花港观鱼,M,高中,39569,0.127
柳浪闻莺,F,初中,22303,0.142
三潭印月,M,高中,17041,0.078
双峰插云,M,高中,32178,0.698
雷峰夕照,F,初中,42677,0.176
南屏晚钟,M,大学,25944,0.098
苏提春晓,M,大学,41329,0.226
曲院风荷,M,大学,28568,0.451
平湖秋月,F,高中,37310,0.214
断桥残雪,F,大学,45219,0.104
花港观鱼,F,初中,26495,0.661
柳浪闻莺,F,大学,18398,0.662
三潭印月,M,大学及以上,15091,0.275
双峰插云,M,高中,4295,0.175
雷峰夕照,M,大学及以上,26454,0.111
南屏晚钟,M,大学及以上,9750,0.379
苏提春晓,F,初中,43032,0.497
曲院风荷,M,大学,14283,0.2
平湖秋月,F,大学,24635,0.929
断桥残雪,F,初中,8501,0.892
花港观鱼,F,初中,27117,0.309
柳浪闻莺,F,大学,13447,0.804
三潭印月,F,高中,9089,0.432
双峰插云,F,高中,34384,0.103
雷峰夕照,M,大学,33177,0.49
南屏晚钟,F,高中,23717,0.234
