tp,sex,edu,income,pipei
苏提春晓,F,高中,19726,0.473
曲院风荷,M,初中,10584,0.302
平湖秋月,M,高中,39872,0.03
断桥残雪,F,高中,11333,0.656
花港观鱼,M,初中,25405,0.597
柳浪闻莺,M,大学及以上,38365,0.075
三潭印月,F,大学及以上,33750,0.916
双峰插云,F,高中,3601,0.941
雷峰夕照,F,高中,8670,0.233
南屏晚钟,M,大学,7329,0.303
苏提春晓,M,大学及以上,16262,0.871
曲院风荷,F,大学,6997,0.699
平湖秋月,F,大学,37219,0.909
断桥残雪,M,高中,22470,0.763
花港观鱼,F,大学及以上,8556,0.184
柳浪闻莺,M,大学,24144,0.459
三潭印月,M,大学及以上,24576,0.68
双峰插云,M,大学,33893,0.244
雷峰夕照,F,高中,15953,0.296
南屏晚钟,M,高中,33321,0.696
苏提春晓,F,初中,22234,0.423
曲院风荷,F,高中,39913,0.799
平湖秋月,F,初中,36330,0.481
断桥残雪,M,大学及以上,32290,0.013
花港观鱼,M,大学,44717,0.779
柳浪闻莺,M,高中,31132,0.05
三潭印月,M,大学及以上,14822,0.795
双峰插云,F,初中,43543,0.96
雷峰夕照,F,大学,11925,0.909
南屏晚钟,M,高中,10716,0.118
苏提春晓,M,初中,39941,0.174
曲院风荷,F,初中,38215,0.136
平湖秋月,F,高中,16355,0.357
断桥残雪,F,初中,37305,0.547
花港观鱼,M,大学,34901,0.034
柳浪闻莺,F,大学及以上,14166,0.111
三潭印月,F,初中,39865,0.663
双峰插云,M,初中,43218,0.83
雷峰夕照,F,大学及以上,18532,0.487
南屏晚钟,M,大学,16401,0.386
苏提春晓,M,大学,30367,0.405
曲院风荷,F,高中,11565,0.097
平湖秋月,F,高中,37837,0.999
断桥残雪,M,初中,10945,0.686
花港观鱼,M,大学及以上,20836,0.909
柳浪闻莺,F,大学及以上,32286,0.041
三潭印月,F,高中,6707,0.747
双峰插云,F,大学及以上,22348,0.22
雷峰夕照,M,大学,30895,0.782
南屏晚钟,M,初中,28127,0.422
苏提春晓,M,初中,25418,0.994
曲院风荷,F,大学及以上,41634,0.68
平湖秋月,F,大学,46696,0.483
断桥残雪,M,初中,40301,0.783
花港观鱼,M,初中,6245,0.18
柳浪闻莺,F,大学及以上,14625,0.773
三潭印月,M,高中,3716,0.599
双峰插云,F,大学,7574,0.159
雷峰夕照,M,高中,49197,0.326
南屏晚钟,M,初中,15718,0.121
苏提春晓,F,高中,28340,0.13
曲院风荷,M,大学,12365,0.798
平湖秋月,M,高中,9725,0.709
断桥残雪,F,初中,27303,0.799
花港观鱼,M,初中,16773,0.414
柳浪闻莺,M,大学及以上,29307,0.774
三潭印月,M,大学及以上,43311,0.301
双峰插云,F,初中,4536,0.047
雷峰夕照,M,初中,49916,0.113
南屏晚钟,M,初中,14951,0.243
苏提春晓,F,大学,3774,0.078
曲院风荷,M,大学及以上,6033,0.21
平湖秋月,F,初中,22182,0.873
断桥残雪,M,大学及以上,28512,0.49
花港观鱼,M,高中,41454,0.995
柳浪闻莺,F,大学及以上,19891,0.607
三潭印月,M,大学及以上,23671,0.087
双峰插云,F,大学及以上,20595,0.124
雷峰夕照,F,高中,28991,0.177
南屏晚钟,F,大学,47089,0.997
苏提春晓,M,大学及以上,46726,0.915
曲院风荷,F,初中,22761,0.165
平湖秋月,M,初中,21874,0.177
断桥残雪,M,高中,10208,0.476
花港观鱼,M,高中,48372,0.555
柳浪闻莺,M,初中,5445,0.953
三潭印月,F,高中,18606,0.913
双峰插云,M,大学,16294,0.118
雷峰夕照,F,大学,47434,0.054
南屏晚钟,F,大学,37942,0.425
苏提春晓,M,大学及以上,26550,0.899
曲院风荷,F,初中,26607,0.538
平湖秋月,F,高中,8285,0.452
断桥残雪,F,大学,40926,0.071
花港观鱼,M,初中,36821,0.579
柳浪闻莺,F,大学及以上,18367,0.754
三潭印月,F,大学及以上,23749,0.177
双峰插云,F,初中,43909,0.094
雷峰夕照,M,初中,29802,0.48
南屏晚钟,F,大学及以上,5073,0.994
苏提春晓,M,初中,19764,0.021
曲院风荷,M,高中,10350,0.824
平湖秋月,M,大学及以上,36026,0.907
断桥残雪,M,大学及以上,46018,0.302
花港观鱼,F,初中,18885,0.859
柳浪闻莺,M,高中,38336,0.875
三潭印月,F,大学,25786,0.625
双峰插云,F,大学及以上,23331,0.385
雷峰夕照,F,大学,31935,0.177
南屏晚钟,M,初中,13741,0.274
苏提春晓,F,大学,27883,0.068
曲院风荷,F,初中,28731,0.902
平湖秋月,M,高中,33812,0.845
断桥残雪,F,高中,27807,0.198
花港观鱼,F,初中,28265,0.442
柳浪闻莺,M,初中,25081,0.573
三潭印月,F,大学及以上,14774,0.944
双峰插云,M,大学,12852,0.703
雷峰夕照,M,初中,22906,0.469
南屏晚钟,F,高中,44047,0.527
苏提春晓,M,大学及以上,36826,0.741
曲院风荷,F,高中,40212,0.692
平湖秋月,F,初中,40319,0.195
断桥残雪,M,高中,38085,0.842
花港观鱼,M,高中,45264,0.483
柳浪闻莺,M,大学及以上,22849,0.715
三潭印月,F,大学及以上,49474,0.67
双峰插云,F,初中,25265,0.919
雷峰夕照,F,大学,39155,0.026
南屏晚钟,M,初中,47830,0.498
苏提春晓,M,初中,42399,0.698
曲院风荷,M,高中,38887,0.623
平湖秋月,F,大学,23840,0.466
断桥残雪,M,大学,43413,0.784
花港观鱼,F,大学,9793,0.393
柳浪闻莺,F,大学及以上,33346,0.125
三潭印月,M,大学,29697,0.551
双峰插云,M,大学及以上,7885,0.306
雷峰夕照,F,大学,33932,0.424
南屏晚钟,F,大学,27110,0.133
苏提春晓,F,初中,42593,0.364
曲院风荷,F,高中,19089,0.723
平湖秋月,M,大学及以上,15075,0.275
断桥残雪,M,大学及以上,41240,0.405
花港观鱼,M,初中,44264,0.494
柳浪闻莺,F,初中,10370,0.619
三潭印月,M,初中,31901,0.575
双峰插云,F,初中,34548,0.015
雷峰夕照,M,大学及以上,36726,0.169
南屏晚钟,M,初中,13852,0.095
苏提春晓,F,初中,40268,0.13
曲院风荷,M,大学,44349,0.317
平湖秋月,M,高中,38585,0.518
断桥残雪,M,初中,24133,0.91
花港观鱼,M,大学及以上,42295,0.09
柳浪闻莺,M,大学,20566,0.143
三潭印月,M,初中,9822,0.819
双峰插云,F,大学,40741,0.835
雷峰夕照,F,大学,48027,0.335
南屏晚钟,F,高中,18618,0.136
苏提春晓,M,大学,5471,0.312
曲院风荷,M,大学及以上,7035,0.855
平湖秋月,M,大学,44695,0.516
断桥残雪,M,高中,34131,0.128
花港观鱼,M,大学及以上,18574,0.012
柳浪闻莺,F,初中,21509,0.286
三潭印月,F,大学及以上,9299,0.64
双峰插云,F,初中,21577,0.5
雷峰夕照,M,初中,45210,0.941
南屏晚钟,M,初中,36019,0.116
苏提春晓,F,大学,36733,0.35
曲院风荷,F,大学,22276,0.986
平湖秋月,M,大学及以上,34284,0.84
断桥残雪,F,初中,20545,0.644
花港观鱼,F,高中,31515,0.147
柳浪闻莺,M,高中,49112,0.758
三潭印月,M,初中,14339,0.061
双峰插云,F,初中,45920,0.278
雷峰夕照,F,大学及以上,41156,0.27
南屏晚钟,F,大学,49284,0.596
苏提春晓,M,大学及以上,15729,0.988
曲院风荷,F,大学及以上,34929,0.123
平湖秋月,F,大学,41173,0.258
断桥残雪,M,高中,15916,0.891
花港观鱼,M,大学,31781,0.23
柳浪闻莺,M,大学,22361,0.104
三潭印月,M,高中,41085,0.838
双峰插云,M,初中,41837,0.761
雷峰夕照,M,大学及以上,34697,0.216
南屏晚钟,F,大学及以上,22423,0.679
苏提春晓,M,大学及以上,3792,0.927
曲院风荷,M,初中,45760,0.798
平湖秋月,M,大学及以上,17289,0.192
断桥残雪,F,初中,44430,0.924
花港观鱼,M,高中,26873,0.852
柳浪闻莺,F,高中,48812,0.614
三潭印月,F,高中,41753,0.573
双峰插云,F,高中,48550,0.124
雷峰夕照,F,大学,36564,0.581
南屏晚钟,F,高中,14916,0.574
苏提春晓,F,高中,12112,0.322
曲院风荷,M,大学,30317,0.896
平湖秋月,F,高中,8937,0.188
断桥残雪,F,初中,12925,0.224
花港观鱼,M,大学及以上,17769,0.485
柳浪闻莺,M,初中,23983,0.227
三潭印月,M,大学及以上,34408,0.923
双峰插云,F,初中,4262,0.433
雷峰夕照,M,初中,38732,0.677
南屏晚钟,F,初中,42423,0.764
苏提春晓,M,高中,26737,0.74
曲院风荷,M,高中,8181,0.908
平湖秋月,M,初中,31121,0.877
断桥残雪,M,初中,35881,0.137
花港观鱼,F,初中,7279,0.766
柳浪闻莺,M,高中,16219,0.017
三潭印月,F,大学及以上,3724,0.403
双峰插云,F,初中,47337,0.948
雷峰夕照,F,大学及以上,27891,0.096
南屏晚钟,M,高中,10130,0.777
苏提春晓,F,大学,32140,0.175
曲院风荷,F,初中,22165,0.436
平湖秋月,M,初中,14244,0.879
断桥残雪,F,初中,6147,0.137
花港观鱼,M,大学,48572,0.786
柳浪闻莺,M,大学及以上,45576,0.695
三潭印月,M,大学,16607,0.128
双峰插云,F,大学,22374,0.207
雷峰夕照,M,大学及以上,32465,0.591
南屏晚钟,F,大学及以上,32136,0.999
苏提春晓,M,初中,42673,0.817
曲院风荷,M,高中,48103,0.203
平湖秋月,F,高中,21846,0.768
断桥残雪,F,大学,25720,0.463
花港观鱼,F,高中,21607,0.31
柳浪闻莺,M,初中,21864,0.275
三潭印月,M,大学及以上,39482,0.35
双峰插云,F,高中,43792,0.044
雷峰夕照,M,大学及以上,22893,0.236
南屏晚钟,F,大学及以上,20695,0.735
苏提春晓,F,大学,25555,0.58
曲院风荷,M,大学,38392,0.46
平湖秋月,M,大学及以上,14781,0.177
断桥残雪,M,高中,38788,0.237
花港观鱼,M,初中,5757,0.101
柳浪闻莺,M,高中,20542,0.456
三潭印月,M,大学,17996,0.739
双峰插云,F,大学,38219,0.913
雷峰夕照,F,大学及以上,34641,0.704
南屏晚钟,F,大学,46672,0.349
苏提春晓,M,大学及以上,45290,0.242
曲院风荷,M,大学及以上,29114,0.145
平湖秋月,F,大学,11829,0.039
断桥残雪,F,高中,14373,0.538
花港观鱼,F,高中,16597,0.098
柳浪闻莺,F,大学,10188,0.747
三潭印月,F,大学,25373,0.16
双峰插云,F,大学,49254,0.599
雷峰夕照,F,大学及以上,45240,0.641
南屏晚钟,F,初中,6707,0.038
苏提春晓,F,大学及以上,31074,0.083
曲院风荷,M,初中,16417,0.639
平湖秋月,M,大学及以上,12242,0.06
断桥残雪,M,初中,20996,0.525
花港观鱼,M,大学,22363,0.77
柳浪闻莺,F,初中,39545,0.934
三潭印月,M,大学及以上,6685,0.958
双峰插云,M,高中,38401,0.922
雷峰夕照,F,初中,32264,0.51
南屏晚钟,M,初中,38827,0.11
苏提春晓,F,大学,41116,0.636
曲院风荷,M,大学及以上,7582,0.434
平湖秋月,F,高中,24271,0.144
断桥残雪,M,高中,46521,0.961
花港观鱼,F,初中,20331,0.554
柳浪闻莺,F,初中,46760,0.645
三潭印月,F,初中,39702,0.26
双峰插云,F,高中,23132,0.688
雷峰夕照,F,初中,48793,0.276
南屏晚钟,F,大学,24862,0.537
苏提春晓,F,初中,39055,0.454
曲院风荷,M,大学及以上,5135,0.844
平湖秋月,F,初中,10679,0.022
断桥残雪,M,大学及以上,26103,0.75
花港观鱼,F,高中,9521,0.083
柳浪闻莺,M,高中,17353,0.83
三潭印月,M,初中,44670,0.409
双峰插云,F,初中,16827,0.6
雷峰夕照,M,大学,21747,0.468
南屏晚钟,F,大学及以上,21756,0.086
苏提春晓,M,初中,45899,0.055
曲院风荷,M,大学,9940,0.011
平湖秋月,F,大学及以上,19343,0.28
断桥残雪,M,初中,37086,0.399
花港观鱼,M,大学及以上,16662,0.204
柳浪闻莺,F,高中,37907,0.882
三潭印月,F,大学,36779,0.755
双峰插云,F,大学,7879,0.978
雷峰夕照,M,高中,48791,0.366
南屏晚钟,M,初中,27642,0.646
苏提春晓,F,大学,43269,0.92
曲院风荷,M,大学及以上,48322,0.744
平湖秋月,M,大学,11028,0.097
断桥残雪,F,初中,20634,0.752
花港观鱼,F,高中,36395,0.12
柳浪闻莺,F,初中,49039,0.845
三潭印月,F,初中,31326,0.578
双峰插云,F,高中,48832,0.039
雷峰夕照,F,大学,8680,0.475
南屏晚钟,M,大学及以上,16696,0.086
苏提春晓,F,大学,34345,0.91
曲院风荷,F,初中,46696,0.025
平湖秋月,F,大学,21549,0.874
断桥残雪,M,大学,33975,0.125
花港观鱼,F,高中,18015,0.695
柳浪闻莺,M,初中,47076,0.051
三潭印月,M,大学,18147,0.64
双峰插云,M,初中,32892,0.841
雷峰夕照,M,大学,26209,0.028
南屏晚钟,F,大学及以上,42902,0.883
苏提春晓,M,高中,20604,0.846
曲院风荷,M,大学,11819,0.826
平湖秋月,M,大学及以上,3271,0.171
断桥残雪,F,大学,33862,0.545
花港观鱼,F,大学,15765,0.732
柳浪闻莺,M,高中,7120,0.144
三潭印月,M,大学及以上,9203,0.63
双峰插云,M,大学,19177,0.62
雷峰夕照,F,大学,22029,0.68
南屏晚钟,F,高中,11741,0.609
苏提春晓,M,初中,38394,0.86
曲院风荷,M,高中,40409,0.753
平湖秋月,F,大学及以上,44514,0.446
断桥残雪,F,大学,17530,0.029
花港观鱼,M,大学及以上,21248,0.577
柳浪闻莺,F,大学及以上,25080,0.743
三潭印月,F,初中,5171,0.414
双峰插云,M,大学及以上,31779,0.21
雷峰夕照,M,高中,26462,0.309
南屏晚钟,M,初中,29329,0.196
苏提春晓,M,高中,42098,0.145
曲院风荷,F,初中,21036,0.017
平湖秋月,M,高中,40596,0.221
断桥残雪,M,高中,17032,0.523
花港观鱼,F,初中,25410,0.24
柳浪闻莺,F,大学,39053,0.921
三潭印月,M,初中,28151,0.93
双峰插云,F,大学,14848,0.638
雷峰夕照,M,大学及以上,38536,0.255
南屏晚钟,F,初中,21125,0.852
苏提春晓,M,高中,25436,0.17
曲院风荷,F,大学及以上,44013,0.773
平湖秋月,M,大学,40820,0.662
断桥残雪,M,高中,12062,0.338
花港观鱼,M,大学及以上,36022,0.85
柳浪闻莺,M,大学及以上,24854,0.557
三潭印月,M,高中,26922,0.272
双峰插云,F,大学及以上,43279,0.059
雷峰夕照,F,大学,32417,0.687
南屏晚钟,F,高中,9834,0.842
苏提春晓,M,初中,46857,0.006
曲院风荷,F,初中,26334,0.706
平湖秋月,F,初中,21432,0.867
断桥残雪,M,大学及以上,23254,0.678
花港观鱼,M,大学及以上,29032,0.755
柳浪闻莺,F,高中,21966,0.639
三潭印月,F,大学,5881,0.337
双峰插云,M,高中,42514,0.742
雷峰夕照,F,初中,39174,0.378
南屏晚钟,F,初中,33180,0.376
苏提春晓,M,大学,28349,0.422
曲院风荷,F,大学,36937,0.798
平湖秋月,F,大学及以上,4715,0.335
断桥残雪,M,高中,24384,0.009
花港观鱼,F,初中,32238,0.37
柳浪闻莺,F,高中,20491,0.27
三潭印月,F,大学,26061,0.534
双峰插云,F,初中,30298,0.704
雷峰夕照,F,高中,30753,0.731
南屏晚钟,M,大学,49226,0.853
苏提春晓,F,高中,28171,0.058
曲院风荷,F,大学,3025,0.838
平湖秋月,F,初中,25896,0.889
断桥残雪,F,初中,39475,0.097
花港观鱼,F,高中,39401,0.492
柳浪闻莺,F,高中,16830,0.929
三潭印月,M,高中,35736,0.987
双峰插云,M,高中,23857,0.853
雷峰夕照,F,高中,10330,0.487
南屏晚钟,M,高中,28995,0.141
苏提春晓,M,初中,24431,0.686
曲院风荷,F,高中,35974,0.106
平湖秋月,F,大学,45065,0.414
断桥残雪,M,高中,25177,0.711
花港观鱼,M,初中,15848,0.639
柳浪闻莺,M,高中,44473,0.949
三潭印月,M,初中,37593,0.857
双峰插云,F,高中,43681,0.303
雷峰夕照,F,大学,48050,0.952
南屏晚钟,M,高中,28998,0.82
苏提春晓,M,初中,31851,0.5
曲院风荷,F,初中,24711,0.02
平湖秋月,M,高中,49629,0.071
断桥残雪,F,初中,5613,0.115
花港观鱼,M,初中,37221,0.886
柳浪闻莺,F,大学及以上,36238,0.611
三潭印月,M,大学,40519,0.324
双峰插云,M,高中,35081,0.185
雷峰夕照,F,高中,9289,0.207
南屏晚钟,M,高中,17074,0.119
苏提春晓,M,初中,6419,0.559
曲院风荷,M,大学及以上,20639,0.302
平湖秋月,F,大学,17230,0.737
断桥残雪,M,大学,18884,0.868
花港观鱼,M,大学及以上,35019,0.226
柳浪闻莺,M,大学,35693,0.121
三潭印月,M,大学及以上,27371,0.222
双峰插云,M,初中,46759,0.347
雷峰夕照,F,初中,7560,0.233
南屏晚钟,M,大学,40478,0.423
苏提春晓,M,大学及以上,11575,0.029
曲院风荷,F,初中,9520,0.225
平湖秋月,M,大学及以上,37791,0.854
断桥残雪,F,大学及以上,6572,0.561
花港观鱼,M,初中,5282,0.783
柳浪闻莺,F,初中,41150,0.764
三潭印月,F,初中,43786,0.83
双峰插云,M,高中,3295,0.408
雷峰夕照,F,大学及以上,40208,0.115
南屏晚钟,F,大学及以上,38001,0.674
苏提春晓,F,高中,23101,0.585
曲院风荷,F,高中,25369,0.229
平湖秋月,F,大学及以上,19304,0.153
断桥残雪,F,高中,13453,0.491
花港观鱼,M,高中,47112,0.702
柳浪闻莺,M,大学,43859,0.458
三潭印月,F,大学及以上,46361,0.671
双峰插云,M,初中,45676,0.017
雷峰夕照,F,大学及以上,24821,0.133
南屏晚钟,M,初中,43715,0.591
苏提春晓,F,高中,16294,0.106
曲院风荷,M,初中,33689,0.44
平湖秋月,F,高中,28840,0.687
断桥残雪,M,大学,42116,0.261
花港观鱼,M,初中,18505,0.595
柳浪闻莺,M,大学,8574,0.822
三潭印月,F,初中,36435,0.623
双峰插云,F,高中,11176,0.563
雷峰夕照,M,高中,12908,0.84
南屏晚钟,M,大学及以上,24019,0.806
苏提春晓,F,高中,28749,0.647
曲院风荷,M,大学,14790,0.129
平湖秋月,F,大学,34349,0.291
断桥残雪,M,初中,40643,0.273
花港观鱼,F,初中,10810,0.767
柳浪闻莺,M,大学,27503,0.672
三潭印月,M,高中,39039,0.36
双峰插云,M,大学,32638,0.114
雷峰夕照,F,大学及以上,5962,0.692
南屏晚钟,F,大学及以上,3181,0.017
苏提春晓,M,大学及以上,13433,0.916
曲院风荷,F,高中,3067,0.547
平湖秋月,F,初中,23408,0.774
断桥残雪,F,初中,43799,0.168
花港观鱼,M,高中,3877,0.556
柳浪闻莺,F,初中,13932,0.351
三潭印月,F,大学,29344,0.644
双峰插云,F,大学及以上,23922,0.707
雷峰夕照,M,初中,44857,0.726
南屏晚钟,M,大学,20964,0.658
苏提春晓,M,高中,12676,0.549
曲院风荷,M,大学及以上,19227,0.816
平湖秋月,M,高中,17768,0.944
断桥残雪,M,大学,38374,0.615
花港观鱼,F,大学及以上,38807,0.355
柳浪闻莺,F,大学,3856,0.178
三潭印月,F,初中,46800,0.922
双峰插云,M,初中,13829,0.25
雷峰夕照,M,大学,43593,0.343
南屏晚钟,F,大学,29755,0.67
苏提春晓,M,初中,36393,0.761
曲院风荷,M,高中,18963,0.236
平湖秋月,M,初中,6555,0.534
断桥残雪,F,高中,21082,0.064
花港观鱼,M,大学,36900,0.801
柳浪闻莺,M,大学及以上,5676,0.822
三潭印月,M,大学及以上,10452,0.46
双峰插云,F,大学及以上,18881,0.286
雷峰夕照,F,大学,37656,0.542
南屏晚钟,F,高中,45626,0.807
苏提春晓,F,高中,23754,0.255
曲院风荷,F,大学及以上,25055,0.704
平湖秋月,M,大学,38014,0.949
断桥残雪,F,高中,28989,0.73
花港观鱼,M,高中,19659,0.621
柳浪闻莺,M,大学及以上,20167,0.971
三潭印月,M,大学及以上,6767,0.795
双峰插云,M,大学及以上,34813,0.122
雷峰夕照,M,初中,22089,0.135
南屏晚钟,F,大学,31900,0.305
苏提春晓,M,大学,17337,0.461
曲院风荷,M,大学,5777,0.363
平湖秋月,F,初中,26191,0.506
断桥残雪,M,大学及以上,44064,0.057
花港观鱼,F,初中,40140,0.906
柳浪闻莺,M,大学,9075,0.036
三潭印月,F,初中,31380,0.11
双峰插云,M,初中,43424,0.617
雷峰夕照,F,高中,44969,0.646
南屏晚钟,M,大学,36160,0.064
苏提春晓,M,高中,42785,0.027
曲院风荷,M,大学及以上,37375,0.061
平湖秋月,F,大学,45556,0.764
断桥残雪,M,高中,5531,0.77
花港观鱼,F,大学,6238,0.553
柳浪闻莺,F,大学及以上,5295,0.468
三潭印月,F,高中,33257,0.885
双峰插云,F,高中,17216,0.803
雷峰夕照,M,初中,42198,0.649
南屏晚钟,F,高中,34343,0.704
苏提春晓,M,初中,20435,0.72
曲院风荷,M,大学及以上,4853,0.685
平湖秋月,F,大学及以上,40761,0.362
断桥残雪,F,大学及以上,11351,0.926
花港观鱼,F,大学,10606,0.304
柳浪闻莺,M,初中,30621,0.978
三潭印月,F,大学及以上,9202,0.859
双峰插云,F,大学及以上,13908,0.252
雷峰夕照,F,大学及以上,19074,0.996
南屏晚钟,M,大学,17520,0.01
苏提春晓,F,大学及以上,39050,0.507
曲院风荷,F,高中,41627,0.886
平湖秋月,F,高中,6726,0.19
断桥残雪,M,高中,47087,0.816
花港观鱼,M,高中,5566,0.869
柳浪闻莺,F,大学及以上,3570,0.426
三潭印月,F,大学及以上,8739,0.244
双峰插云,F,大学,14097,0.744
雷峰夕照,F,高中,42398,0.555
南屏晚钟,M,大学及以上,15407,0.421
苏提春晓,M,大学,25849,0.478
曲院风荷,M,大学及以上,17304,0.234
平湖秋月,M,高中,17466,0.15
断桥残雪,F,初中,18033,0.818
花港观鱼,F,初中,12851,0.326
柳浪闻莺,F,大学及以上,6914,0.634
三潭印月,M,高中,11592,0.113
双峰插云,F,大学及以上,25142,0.032
雷峰夕照,F,大学及以上,32598,0.255
南屏晚钟,M,初中,21694,0.197
苏提春晓,F,高中,26604,0.473
